proxy_name,rds_file,n_loocv_rows,overall_total_obs,overall_n_zero,overall_n_positive,overall_pct_positive,overall_mean_proxy,overall_median_proxy,euets0_total_obs,euets0_n_zero,euets0_n_positive,euets0_pct_positive,euets0_mean_proxy,euets0_median_proxy,euets1_total_obs,euets1_n_zero,euets1_n_positive,euets1_pct_positive,euets1_mean_proxy,euets1_median_proxy,mod_fuel_def,mod_use_siec_all,mod_supplier_non_euets,mod_buyer_sector_siec,mod_emissions_weighted,mod_supplier_nace_filter,mod_proxy_id
proxy_fuelDefbroad_ch27_siecAll1_nonEUETS1_buyerSIEC1_wEm1_nacenone,X:/Documents/JARDANG/carbon_policy_networks/code/inferring_emissions/02_proxies/cache/proxy_fuelDefbroad_ch27_siecAll1_nonEUETS1_buyerSIEC1_wEm1_nacenone.rds,6642,6622,4633,1989,0.300362428269405,493614662.264073,0,2685,2324,361,0.134450651769088,359761231.188301,0,3937,2309,1628,0.413512827025654,584901546.297208,0,broad_ch27,TRUE,TRUE,TRUE,TRUE,none,48
proxy_fuelDefstrict_cn8_siecAll0_nonEUETS0_buyerSIEC0_wEm0_nacehigh,X:/Documents/JARDANG/carbon_policy_networks/code/inferring_emissions/02_proxies/cache/proxy_fuelDefstrict_cn8_siecAll0_nonEUETS0_buyerSIEC0_wEm0_nacehigh.rds,6642,6622,1490,5132,0.774992449411054,28311503.0490988,38235.9597167969,2685,1206,1479,0.550837988826816,10065092.9811971,1313,3937,284,3653,0.927863855727711,40755397.1390953,266413.87,strict_cn8,FALSE,FALSE,FALSE,FALSE,high,49
proxy_fuelDefstrict_cn8_siecAll0_nonEUETS0_buyerSIEC0_wEm0_nacehigh_medium,X:/Documents/JARDANG/carbon_policy_networks/code/inferring_emissions/02_proxies/cache/proxy_fuelDefstrict_cn8_siecAll0_nonEUETS0_buyerSIEC0_wEm0_nacehigh_medium.rds,6642,6622,1355,5267,0.795379039565086,37025257.4912327,83971.815,2685,1153,1532,0.570577281191806,10313592.4414105,1810.59,3937,202,3735,0.948691897383795,55242382.3728108,1068314.80908203,strict_cn8,FALSE,FALSE,FALSE,FALSE,high_medium,50
proxy_fuelDefstrict_cn8_siecAll0_nonEUETS0_buyerSIEC0_wEm0_nacenone,X:/Documents/JARDANG/carbon_policy_networks/code/inferring_emissions/02_proxies/cache/proxy_fuelDefstrict_cn8_siecAll0_nonEUETS0_buyerSIEC0_wEm0_nacenone.rds,6642,6622,411,6211,0.937934158864391,49779032.4885534,893329.653485108,2685,384,2301,0.856983240223464,13340836.1299752,26935.8,3937,27,3910,0.993141986283972,74629567.7242106,3635823.30657959,strict_cn8,FALSE,FALSE,FALSE,FALSE,none,51
proxy_fuelDefstrict_cn8_siecAll0_nonEUETS0_buyerSIEC0_wEm1_nacehigh,X:/Documents/JARDANG/carbon_policy_networks/code/inferring_emissions/02_proxies/cache/proxy_fuelDefstrict_cn8_siecAll0_nonEUETS0_buyerSIEC0_wEm1_nacehigh.rds,6642,6622,1548,5074,0.766233766233766,243408770.158179,176848.504550635,2685,1239,1446,0.53854748603352,46079024.4493602,5171.23005729856,3937,309,3628,0.921513843027686,377985952.588501,1665943.74966193,strict_cn8,FALSE,FALSE,FALSE,TRUE,high,73
proxy_fuelDefstrict_cn8_siecAll0_nonEUETS0_buyerSIEC0_wEm1_nacehigh_medium,X:/Documents/JARDANG/carbon_policy_networks/code/inferring_emissions/02_proxies/cache/proxy_fuelDefstrict_cn8_siecAll0_nonEUETS0_buyerSIEC0_wEm1_nacehigh_medium.rds,6642,6622,1432,5190,0.783751132588342,384162091.293095,485936.900807067,2685,1203,1482,0.55195530726257,52878866.0858621,7083.46654121798,3937,229,3708,0.941833883667767,610094389.916774,6554369.65761717,strict_cn8,FALSE,FALSE,FALSE,TRUE,high_medium,74
proxy_fuelDefstrict_cn8_siecAll0_nonEUETS0_buyerSIEC0_wEm1_nacenone,X:/Documents/JARDANG/carbon_policy_networks/code/inferring_emissions/02_proxies/cache/proxy_fuelDefstrict_cn8_siecAll0_nonEUETS0_buyerSIEC0_wEm1_nacenone.rds,6642,6622,467,6155,0.929477499244941,466679530.051888,5364122.61148321,2685,436,2249,0.837616387337058,94491424.2423872,117792.923328783,3937,31,3906,0.992125984251969,720508603.991057,31357213.8282936,strict_cn8,FALSE,FALSE,FALSE,TRUE,none,75
proxy_fuelDefstrict_cn8_siecAll0_nonEUETS0_buyerSIEC1_wEm0_nacehigh,X:/Documents/JARDANG/carbon_policy_networks/code/inferring_emissions/02_proxies/cache/proxy_fuelDefstrict_cn8_siecAll0_nonEUETS0_buyerSIEC1_wEm0_nacehigh.rds,6642,6622,5888,734,0.110842645726367,18309620.8551072,0,2685,2563,122,0.0454376163873371,2354535.66116201,0,3937,3325,612,0.155448310896622,29190851.1689865,0,strict_cn8,FALSE,FALSE,TRUE,FALSE,high,61
proxy_fuelDefstrict_cn8_siecAll0_nonEUETS0_buyerSIEC1_wEm0_nacehigh_medium,X:/Documents/JARDANG/carbon_policy_networks/code/inferring_emissions/02_proxies/cache/proxy_fuelDefstrict_cn8_siecAll0_nonEUETS0_buyerSIEC1_wEm0_nacehigh_medium.rds,6642,6622,5888,734,0.110842645726367,18309620.8551072,0,2685,2563,122,0.0454376163873371,2354535.66116201,0,3937,3325,612,0.155448310896622,29190851.1689865,0,strict_cn8,FALSE,FALSE,TRUE,FALSE,high_medium,62
proxy_fuelDefstrict_cn8_siecAll0_nonEUETS0_buyerSIEC1_wEm0_nacenone,X:/Documents/JARDANG/carbon_policy_networks/code/inferring_emissions/02_proxies/cache/proxy_fuelDefstrict_cn8_siecAll0_nonEUETS0_buyerSIEC1_wEm0_nacenone.rds,6642,6622,5888,734,0.110842645726367,18309620.8551072,0,2685,2563,122,0.0454376163873371,2354535.66116201,0,3937,3325,612,0.155448310896622,29190851.1689865,0,strict_cn8,FALSE,FALSE,TRUE,FALSE,none,63
proxy_fuelDefstrict_cn8_siecAll0_nonEUETS0_buyerSIEC1_wEm1_nacehigh,X:/Documents/JARDANG/carbon_policy_networks/code/inferring_emissions/02_proxies/cache/proxy_fuelDefstrict_cn8_siecAll0_nonEUETS0_buyerSIEC1_wEm1_nacehigh.rds,6642,6622,5974,648,0.0978556327393537,199937942.611677,0,2685,2565,120,0.0446927374301676,19005977.6708793,0,3937,3409,528,0.134112268224536,323331980.169727,0,strict_cn8,FALSE,FALSE,TRUE,TRUE,high,85
proxy_fuelDefstrict_cn8_siecAll0_nonEUETS0_buyerSIEC1_wEm1_nacehigh_medium,X:/Documents/JARDANG/carbon_policy_networks/code/inferring_emissions/02_proxies/cache/proxy_fuelDefstrict_cn8_siecAll0_nonEUETS0_buyerSIEC1_wEm1_nacehigh_medium.rds,6642,6622,5974,648,0.0978556327393537,199937942.611677,0,2685,2565,120,0.0446927374301676,19005977.6708793,0,3937,3409,528,0.134112268224536,323331980.169727,0,strict_cn8,FALSE,FALSE,TRUE,TRUE,high_medium,86
proxy_fuelDefstrict_cn8_siecAll0_nonEUETS0_buyerSIEC1_wEm1_nacenone,X:/Documents/JARDANG/carbon_policy_networks/code/inferring_emissions/02_proxies/cache/proxy_fuelDefstrict_cn8_siecAll0_nonEUETS0_buyerSIEC1_wEm1_nacenone.rds,6642,6622,5974,648,0.0978556327393537,199937942.611677,0,2685,2565,120,0.0446927374301676,19005977.6708793,0,3937,3409,528,0.134112268224536,323331980.169727,0,strict_cn8,FALSE,FALSE,TRUE,TRUE,none,87
proxy_fuelDefstrict_cn8_siecAll0_nonEUETS1_buyerSIEC0_wEm0_nacehigh,X:/Documents/JARDANG/carbon_policy_networks/code/inferring_emissions/02_proxies/cache/proxy_fuelDefstrict_cn8_siecAll0_nonEUETS1_buyerSIEC0_wEm0_nacehigh.rds,6642,6622,1591,5031,0.75974025974026,23344259.6822845,33737.8002929688,2685,1245,1440,0.536312849162011,3386293.60992471,979.219970703125,3937,346,3591,0.912115824231648,36955420.1862942,200913.39453125,strict_cn8,FALSE,TRUE,FALSE,FALSE,high,52
proxy_fuelDefstrict_cn8_siecAll0_nonEUETS1_buyerSIEC0_wEm0_nacehigh_medium,X:/Documents/JARDANG/carbon_policy_networks/code/inferring_emissions/02_proxies/cache/proxy_fuelDefstrict_cn8_siecAll0_nonEUETS1_buyerSIEC0_wEm0_nacehigh_medium.rds,6642,6622,1501,5121,0.773331319842948,29516828.5121984,41833.7155322266,2685,1212,1473,0.548603351955307,3433056.33028864,1474.4,3937,289,3648,0.926593853187706,47305735.8803538,256911.62109375,strict_cn8,FALSE,TRUE,FALSE,FALSE,high_medium,53
proxy_fuelDefstrict_cn8_siecAll0_nonEUETS1_buyerSIEC0_wEm0_nacenone,X:/Documents/JARDANG/carbon_policy_networks/code/inferring_emissions/02_proxies/cache/proxy_fuelDefstrict_cn8_siecAll0_nonEUETS1_buyerSIEC0_wEm0_nacenone.rds,6642,6622,467,6155,0.929477499244941,36164026.8542718,324589.175,2685,432,2253,0.839106145251397,4726593.52109076,17717.7890625,3937,35,3902,0.991109982219965,57604084.893284,1247660.09,strict_cn8,FALSE,TRUE,FALSE,FALSE,none,54
proxy_fuelDefstrict_cn8_siecAll0_nonEUETS1_buyerSIEC0_wEm1_nacehigh,X:/Documents/JARDANG/carbon_policy_networks/code/inferring_emissions/02_proxies/cache/proxy_fuelDefstrict_cn8_siecAll0_nonEUETS1_buyerSIEC0_wEm1_nacehigh.rds,6642,6622,1678,4944,0.746602234974328,221331193.825207,145032.391881584,2685,1285,1400,0.521415270018622,23852257.0259334,3235.11864666638,3937,393,3544,0.900177800355601,356010123.290802,1152096.50269666,strict_cn8,FALSE,TRUE,FALSE,TRUE,high,76
proxy_fuelDefstrict_cn8_siecAll0_nonEUETS1_buyerSIEC0_wEm1_nacehigh_medium,X:/Documents/JARDANG/carbon_policy_networks/code/inferring_emissions/02_proxies/cache/proxy_fuelDefstrict_cn8_siecAll0_nonEUETS1_buyerSIEC0_wEm1_nacehigh_medium.rds,6642,6622,1613,5009,0.756418000604047,297591858.580549,176848.504550635,2685,1270,1415,0.527001862197393,24057492.277956,3803.51620508723,3937,343,3594,0.912877825755652,484139934.151406,1507398.24766851,strict_cn8,FALSE,TRUE,FALSE,TRUE,high_medium,77
proxy_fuelDefstrict_cn8_siecAll0_nonEUETS1_buyerSIEC0_wEm1_nacenone,X:/Documents/JARDANG/carbon_policy_networks/code/inferring_emissions/02_proxies/cache/proxy_fuelDefstrict_cn8_siecAll0_nonEUETS1_buyerSIEC0_wEm1_nacenone.rds,6642,6622,529,6093,0.920114768951978,327637611.983915,1339981.47116518,2685,486,2199,0.818994413407821,29631262.019925,65143.0984787445,3937,43,3894,0.989077978155956,530875369.071371,5898238.9526389,strict_cn8,FALSE,TRUE,FALSE,TRUE,none,78
proxy_fuelDefstrict_cn8_siecAll0_nonEUETS1_buyerSIEC1_wEm0_nacehigh,X:/Documents/JARDANG/carbon_policy_networks/code/inferring_emissions/02_proxies/cache/proxy_fuelDefstrict_cn8_siecAll0_nonEUETS1_buyerSIEC1_wEm0_nacehigh.rds,6642,6622,5888,734,0.110842645726367,18309620.8551072,0,2685,2563,122,0.0454376163873371,2354535.66116201,0,3937,3325,612,0.155448310896622,29190851.1689865,0,strict_cn8,FALSE,TRUE,TRUE,FALSE,high,64
proxy_fuelDefstrict_cn8_siecAll0_nonEUETS1_buyerSIEC1_wEm0_nacehigh_medium,X:/Documents/JARDANG/carbon_policy_networks/code/inferring_emissions/02_proxies/cache/proxy_fuelDefstrict_cn8_siecAll0_nonEUETS1_buyerSIEC1_wEm0_nacehigh_medium.rds,6642,6622,5888,734,0.110842645726367,18309620.8551072,0,2685,2563,122,0.0454376163873371,2354535.66116201,0,3937,3325,612,0.155448310896622,29190851.1689865,0,strict_cn8,FALSE,TRUE,TRUE,FALSE,high_medium,65
proxy_fuelDefstrict_cn8_siecAll0_nonEUETS1_buyerSIEC1_wEm0_nacenone,X:/Documents/JARDANG/carbon_policy_networks/code/inferring_emissions/02_proxies/cache/proxy_fuelDefstrict_cn8_siecAll0_nonEUETS1_buyerSIEC1_wEm0_nacenone.rds,6642,6622,5888,734,0.110842645726367,18309620.8551072,0,2685,2563,122,0.0454376163873371,2354535.66116201,0,3937,3325,612,0.155448310896622,29190851.1689865,0,strict_cn8,FALSE,TRUE,TRUE,FALSE,none,66
proxy_fuelDefstrict_cn8_siecAll0_nonEUETS1_buyerSIEC1_wEm1_nacehigh,X:/Documents/JARDANG/carbon_policy_networks/code/inferring_emissions/02_proxies/cache/proxy_fuelDefstrict_cn8_siecAll0_nonEUETS1_buyerSIEC1_wEm1_nacehigh.rds,6642,6622,5974,648,0.0978556327393537,199937942.611677,0,2685,2565,120,0.0446927374301676,19005977.6708793,0,3937,3409,528,0.134112268224536,323331980.169727,0,strict_cn8,FALSE,TRUE,TRUE,TRUE,high,88
proxy_fuelDefstrict_cn8_siecAll0_nonEUETS1_buyerSIEC1_wEm1_nacehigh_medium,X:/Documents/JARDANG/carbon_policy_networks/code/inferring_emissions/02_proxies/cache/proxy_fuelDefstrict_cn8_siecAll0_nonEUETS1_buyerSIEC1_wEm1_nacehigh_medium.rds,6642,6622,5974,648,0.0978556327393537,199937942.611677,0,2685,2565,120,0.0446927374301676,19005977.6708793,0,3937,3409,528,0.134112268224536,323331980.169727,0,strict_cn8,FALSE,TRUE,TRUE,TRUE,high_medium,89
proxy_fuelDefstrict_cn8_siecAll0_nonEUETS1_buyerSIEC1_wEm1_nacenone,X:/Documents/JARDANG/carbon_policy_networks/code/inferring_emissions/02_proxies/cache/proxy_fuelDefstrict_cn8_siecAll0_nonEUETS1_buyerSIEC1_wEm1_nacenone.rds,6642,6622,5974,648,0.0978556327393537,199937942.611677,0,2685,2565,120,0.0446927374301676,19005977.6708793,0,3937,3409,528,0.134112268224536,323331980.169727,0,strict_cn8,FALSE,TRUE,TRUE,TRUE,none,90
proxy_fuelDefstrict_cn8_siecAll1_nonEUETS0_buyerSIEC0_wEm0_nacehigh,X:/Documents/JARDANG/carbon_policy_networks/code/inferring_emissions/02_proxies/cache/proxy_fuelDefstrict_cn8_siecAll1_nonEUETS0_buyerSIEC0_wEm0_nacehigh.rds,6642,6622,1495,5127,0.77423739051646,28308577.4872504,37666.829765625,2685,1210,1475,0.549348230912477,10065061.676225,1280.5400390625,3937,285,3652,0.92760985521971,40750497.7190521,265690.477355957,strict_cn8,TRUE,FALSE,FALSE,FALSE,high,55
proxy_fuelDefstrict_cn8_siecAll1_nonEUETS0_buyerSIEC0_wEm0_nacehigh_medium,X:/Documents/JARDANG/carbon_policy_networks/code/inferring_emissions/02_proxies/cache/proxy_fuelDefstrict_cn8_siecAll1_nonEUETS0_buyerSIEC0_wEm0_nacehigh_medium.rds,6642,6622,1366,5256,0.79371790999698,36999918.2069408,82569.895,2685,1162,1523,0.567225325884544,10309757.9985948,1738.97998046875,3937,204,3733,0.948183896367793,55202376.9723482,1042574.27,strict_cn8,TRUE,FALSE,FALSE,FALSE,high_medium,56
proxy_fuelDefstrict_cn8_siecAll1_nonEUETS0_buyerSIEC0_wEm0_nacenone,X:/Documents/JARDANG/carbon_policy_networks/code/inferring_emissions/02_proxies/cache/proxy_fuelDefstrict_cn8_siecAll1_nonEUETS0_buyerSIEC0_wEm0_nacenone.rds,6642,6622,415,6207,0.937330111748716,49569511.4039558,857648.687175903,2685,386,2299,0.856238361266294,13316213.9444009,26742.19921875,3937,29,3908,0.992633985267971,74293947.1872691,3529263.8515625,strict_cn8,TRUE,FALSE,FALSE,FALSE,none,57
proxy_fuelDefstrict_cn8_siecAll1_nonEUETS0_buyerSIEC0_wEm1_nacehigh,X:/Documents/JARDANG/carbon_policy_networks/code/inferring_emissions/02_proxies/cache/proxy_fuelDefstrict_cn8_siecAll1_nonEUETS0_buyerSIEC0_wEm1_nacehigh.rds,6642,6622,1553,5069,0.765478707339172,243394938.399978,175632.658831617,2685,1243,1442,0.537057728119181,46078889.9601416,4908.59278121881,3937,310,3627,0.921259842519685,377962779.411143,1662852.23082236,strict_cn8,TRUE,FALSE,FALSE,TRUE,high,79
proxy_fuelDefstrict_cn8_siecAll1_nonEUETS0_buyerSIEC0_wEm1_nacehigh_medium,X:/Documents/JARDANG/carbon_policy_networks/code/inferring_emissions/02_proxies/cache/proxy_fuelDefstrict_cn8_siecAll1_nonEUETS0_buyerSIEC0_wEm1_nacehigh_medium.rds,6642,6622,1439,5183,0.782694050135911,384044731.41477,479440.720694063,2685,1209,1476,0.549720670391062,52878504.6891211,6813.99179582531,3937,230,3707,0.941579883159766,609897238.084408,6514368.65383364,strict_cn8,TRUE,FALSE,FALSE,TRUE,high_medium,80
proxy_fuelDefstrict_cn8_siecAll1_nonEUETS0_buyerSIEC0_wEm1_nacenone,X:/Documents/JARDANG/carbon_policy_networks/code/inferring_emissions/02_proxies/cache/proxy_fuelDefstrict_cn8_siecAll1_nonEUETS0_buyerSIEC0_wEm1_nacenone.rds,6642,6622,471,6151,0.928873452129266,465939244.265655,5218009.18960091,2685,438,2247,0.836871508379888,94351973.090424,116509.425139028,3937,33,3904,0.991617983235967,719358554.173071,30361761.2303168,strict_cn8,TRUE,FALSE,FALSE,TRUE,none,81
proxy_fuelDefstrict_cn8_siecAll1_nonEUETS0_buyerSIEC1_wEm0_nacehigh,X:/Documents/JARDANG/carbon_policy_networks/code/inferring_emissions/02_proxies/cache/proxy_fuelDefstrict_cn8_siecAll1_nonEUETS0_buyerSIEC1_wEm0_nacehigh.rds,6642,6622,5888,734,0.110842645726367,18309620.8551072,0,2685,2563,122,0.0454376163873371,2354535.66116201,0,3937,3325,612,0.155448310896622,29190851.1689865,0,strict_cn8,TRUE,FALSE,TRUE,FALSE,high,67
proxy_fuelDefstrict_cn8_siecAll1_nonEUETS0_buyerSIEC1_wEm0_nacehigh_medium,X:/Documents/JARDANG/carbon_policy_networks/code/inferring_emissions/02_proxies/cache/proxy_fuelDefstrict_cn8_siecAll1_nonEUETS0_buyerSIEC1_wEm0_nacehigh_medium.rds,6642,6622,5888,734,0.110842645726367,18309620.8551072,0,2685,2563,122,0.0454376163873371,2354535.66116201,0,3937,3325,612,0.155448310896622,29190851.1689865,0,strict_cn8,TRUE,FALSE,TRUE,FALSE,high_medium,68
proxy_fuelDefstrict_cn8_siecAll1_nonEUETS0_buyerSIEC1_wEm0_nacenone,X:/Documents/JARDANG/carbon_policy_networks/code/inferring_emissions/02_proxies/cache/proxy_fuelDefstrict_cn8_siecAll1_nonEUETS0_buyerSIEC1_wEm0_nacenone.rds,6642,6622,5888,734,0.110842645726367,18309620.8551072,0,2685,2563,122,0.0454376163873371,2354535.66116201,0,3937,3325,612,0.155448310896622,29190851.1689865,0,strict_cn8,TRUE,FALSE,TRUE,FALSE,none,69
proxy_fuelDefstrict_cn8_siecAll1_nonEUETS0_buyerSIEC1_wEm1_nacehigh,X:/Documents/JARDANG/carbon_policy_networks/code/inferring_emissions/02_proxies/cache/proxy_fuelDefstrict_cn8_siecAll1_nonEUETS0_buyerSIEC1_wEm1_nacehigh.rds,6642,6622,5974,648,0.0978556327393537,199937942.611677,0,2685,2565,120,0.0446927374301676,19005977.6708793,0,3937,3409,528,0.134112268224536,323331980.169727,0,strict_cn8,TRUE,FALSE,TRUE,TRUE,high,91
proxy_fuelDefstrict_cn8_siecAll1_nonEUETS0_buyerSIEC1_wEm1_nacehigh_medium,X:/Documents/JARDANG/carbon_policy_networks/code/inferring_emissions/02_proxies/cache/proxy_fuelDefstrict_cn8_siecAll1_nonEUETS0_buyerSIEC1_wEm1_nacehigh_medium.rds,6642,6622,5974,648,0.0978556327393537,199937942.611677,0,2685,2565,120,0.0446927374301676,19005977.6708793,0,3937,3409,528,0.134112268224536,323331980.169727,0,strict_cn8,TRUE,FALSE,TRUE,TRUE,high_medium,92
proxy_fuelDefstrict_cn8_siecAll1_nonEUETS0_buyerSIEC1_wEm1_nacenone,X:/Documents/JARDANG/carbon_policy_networks/code/inferring_emissions/02_proxies/cache/proxy_fuelDefstrict_cn8_siecAll1_nonEUETS0_buyerSIEC1_wEm1_nacenone.rds,6642,6622,5974,648,0.0978556327393537,199937942.611677,0,2685,2565,120,0.0446927374301676,19005977.6708793,0,3937,3409,528,0.134112268224536,323331980.169727,0,strict_cn8,TRUE,FALSE,TRUE,TRUE,none,93
proxy_fuelDefstrict_cn8_siecAll1_nonEUETS1_buyerSIEC0_wEm0_nacehigh,X:/Documents/JARDANG/carbon_policy_networks/code/inferring_emissions/02_proxies/cache/proxy_fuelDefstrict_cn8_siecAll1_nonEUETS1_buyerSIEC0_wEm0_nacehigh.rds,6642,6622,1596,5026,0.758985200845666,23341334.1204361,33517.44,2685,1249,1436,0.534823091247672,3386262.30495264,917.429992675781,3937,347,3590,0.911861823723647,36950520.766251,200913.39453125,strict_cn8,TRUE,TRUE,FALSE,FALSE,high,58
proxy_fuelDefstrict_cn8_siecAll1_nonEUETS1_buyerSIEC0_wEm0_nacehigh_medium,X:/Documents/JARDANG/carbon_policy_networks/code/inferring_emissions/02_proxies/cache/proxy_fuelDefstrict_cn8_siecAll1_nonEUETS1_buyerSIEC0_wEm0_nacehigh_medium.rds,6642,6622,1516,5106,0.771066143159167,29494118.0232825,41045.355,2685,1222,1463,0.54487895716946,3432440.33431843,1286.64,3937,294,3643,0.925323850647701,47267957.1380573,250430.96,strict_cn8,TRUE,TRUE,FALSE,FALSE,high_medium,59
proxy_fuelDefstrict_cn8_siecAll1_nonEUETS1_buyerSIEC0_wEm0_nacenone,X:/Documents/JARDANG/carbon_policy_networks/code/inferring_emissions/02_proxies/cache/proxy_fuelDefstrict_cn8_siecAll1_nonEUETS1_buyerSIEC0_wEm0_nacenone.rds,6642,6622,471,6151,0.928873452129266,35968660.9003461,312118.77,2685,434,2251,0.838361266294227,4704093.97035681,17525.509765625,3937,37,3900,0.990601981203962,57290825.5452587,1209808.51043701,strict_cn8,TRUE,TRUE,FALSE,FALSE,none,60
proxy_fuelDefstrict_cn8_siecAll1_nonEUETS1_buyerSIEC0_wEm1_nacehigh,X:/Documents/JARDANG/carbon_policy_networks/code/inferring_emissions/02_proxies/cache/proxy_fuelDefstrict_cn8_siecAll1_nonEUETS1_buyerSIEC0_wEm1_nacehigh.rds,6642,6622,1683,4939,0.745847176079734,221317362.067006,143456.706253794,2685,1289,1396,0.519925512104283,23852122.5367148,2918.99651951314,3937,394,3543,0.8999237998476,355986950.113445,1149892.93682012,strict_cn8,TRUE,TRUE,FALSE,TRUE,high,82
proxy_fuelDefstrict_cn8_siecAll1_nonEUETS1_buyerSIEC0_wEm1_nacehigh_medium,X:/Documents/JARDANG/carbon_policy_networks/code/inferring_emissions/02_proxies/cache/proxy_fuelDefstrict_cn8_siecAll1_nonEUETS1_buyerSIEC0_wEm1_nacehigh_medium.rds,6642,6622,1620,5002,0.755360918151616,297474498.702224,174308.024303155,2685,1276,1409,0.524767225325885,24057130.881215,3458.14015663667,3937,344,3593,0.91262382524765,483942782.319041,1492205.49843257,strict_cn8,TRUE,TRUE,FALSE,TRUE,high_medium,83
proxy_fuelDefstrict_cn8_siecAll1_nonEUETS1_buyerSIEC0_wEm1_nacenone,X:/Documents/JARDANG/carbon_policy_networks/code/inferring_emissions/02_proxies/cache/proxy_fuelDefstrict_cn8_siecAll1_nonEUETS1_buyerSIEC0_wEm1_nacenone.rds,6642,6622,533,6089,0.919510721836303,326923496.666596,1307797.090233,2685,488,2197,0.818249534450652,29491810.8679617,64751.3937932581,3937,45,3892,0.988569977139954,529769337.756089,5733578.43496116,strict_cn8,TRUE,TRUE,FALSE,TRUE,none,84
proxy_fuelDefstrict_cn8_siecAll1_nonEUETS1_buyerSIEC1_wEm0_nacehigh,X:/Documents/JARDANG/carbon_policy_networks/code/inferring_emissions/02_proxies/cache/proxy_fuelDefstrict_cn8_siecAll1_nonEUETS1_buyerSIEC1_wEm0_nacehigh.rds,6642,6622,5888,734,0.110842645726367,18309620.8551072,0,2685,2563,122,0.0454376163873371,2354535.66116201,0,3937,3325,612,0.155448310896622,29190851.1689865,0,strict_cn8,TRUE,TRUE,TRUE,FALSE,high,70
proxy_fuelDefstrict_cn8_siecAll1_nonEUETS1_buyerSIEC1_wEm0_nacehigh_medium,X:/Documents/JARDANG/carbon_policy_networks/code/inferring_emissions/02_proxies/cache/proxy_fuelDefstrict_cn8_siecAll1_nonEUETS1_buyerSIEC1_wEm0_nacehigh_medium.rds,6642,6622,5888,734,0.110842645726367,18309620.8551072,0,2685,2563,122,0.0454376163873371,2354535.66116201,0,3937,3325,612,0.155448310896622,29190851.1689865,0,strict_cn8,TRUE,TRUE,TRUE,FALSE,high_medium,71
proxy_fuelDefstrict_cn8_siecAll1_nonEUETS1_buyerSIEC1_wEm0_nacenone,X:/Documents/JARDANG/carbon_policy_networks/code/inferring_emissions/02_proxies/cache/proxy_fuelDefstrict_cn8_siecAll1_nonEUETS1_buyerSIEC1_wEm0_nacenone.rds,6642,6622,5888,734,0.110842645726367,18309620.8551072,0,2685,2563,122,0.0454376163873371,2354535.66116201,0,3937,3325,612,0.155448310896622,29190851.1689865,0,strict_cn8,TRUE,TRUE,TRUE,FALSE,none,72
proxy_fuelDefstrict_cn8_siecAll1_nonEUETS1_buyerSIEC1_wEm1_nacehigh,X:/Documents/JARDANG/carbon_policy_networks/code/inferring_emissions/02_proxies/cache/proxy_fuelDefstrict_cn8_siecAll1_nonEUETS1_buyerSIEC1_wEm1_nacehigh.rds,6642,6622,5974,648,0.0978556327393537,199937942.611677,0,2685,2565,120,0.0446927374301676,19005977.6708793,0,3937,3409,528,0.134112268224536,323331980.169727,0,strict_cn8,TRUE,TRUE,TRUE,TRUE,high,94
proxy_fuelDefstrict_cn8_siecAll1_nonEUETS1_buyerSIEC1_wEm1_nacehigh_medium,X:/Documents/JARDANG/carbon_policy_networks/code/inferring_emissions/02_proxies/cache/proxy_fuelDefstrict_cn8_siecAll1_nonEUETS1_buyerSIEC1_wEm1_nacehigh_medium.rds,6642,6622,5974,648,0.0978556327393537,199937942.611677,0,2685,2565,120,0.0446927374301676,19005977.6708793,0,3937,3409,528,0.134112268224536,323331980.169727,0,strict_cn8,TRUE,TRUE,TRUE,TRUE,high_medium,95
proxy_fuelDefstrict_cn8_siecAll1_nonEUETS1_buyerSIEC1_wEm1_nacenone,X:/Documents/JARDANG/carbon_policy_networks/code/inferring_emissions/02_proxies/cache/proxy_fuelDefstrict_cn8_siecAll1_nonEUETS1_buyerSIEC1_wEm1_nacenone.rds,6642,6622,5974,648,0.0978556327393537,199937942.611677,0,2685,2565,120,0.0446927374301676,19005977.6708793,0,3937,3409,528,0.134112268224536,323331980.169727,0,strict_cn8,TRUE,TRUE,TRUE,TRUE,none,96
